EmployeeID,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
3626,2,3,4,1,4,46,No,Travel_Rarely,Sales,4,3,Medical,1,Male,1,Research Scientist,Single,26190,6,Y,12,8,1,10,3,7,5,7
3627,2,3,3,4,3,28,No,Non-Travel,Research & Development,1,3,Medical,1,Male,5,Sales Executive,Married,56790,0,Y,13,8,0,10,2,9,7,5
3628,2,4,4,1,3,50,No,Travel_Rarely,Research & Development,20,2,Medical,1,Female,5,Laboratory Technician,Married,154020,4,Y,21,8,0,25,3,3,1,2
3629,2,3,4,2,3,40,Yes,Travel_Rarely,Sales,8,1,Other,1,Male,1,Laboratory Technician,Single,59850,2,Y,13,8,3,9,1,5,1,0
3630,3,3,2,2,2,52,Yes,Travel_Rarely,Research & Development,3,2,Technical Degree,1,Male,3,Laboratory Technician,Single,25790,9,Y,19,8,1,10,1,8,7,7
3631,2,3,2,1,3,30,No,Travel_Rarely,Research & Development,6,4,Medical,1,Female,1,Sales Executive,Married,30410,1,Y,11,8,1,9,2,9,0,8
3632,3,3,1,3,3,39,No,Travel_Rarely,Research & Development,26,1,Medical,1,Male,2,Healthcare Representative,Single,34470,0,Y,14,8,0,9,5,8,1,7
3633,2,3,4,3,2,31,No,Non-Travel,Research & Development,1,2,Medical,1,Male,1,Sales Executive,Divorced,195130,1,Y,12,8,1,10,1,10,9,6
3634,3,3,3,2,3,41,No,Non-Travel,Sales,6,3,Life Sciences,1,Female,1,Research Director,Single,27730,1,Y,11,8,0,19,3,19,11,9
3635,3,3,4,2,4,31,Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,1,Male,1,Sales Executive,Single,71040,1,Y,14,8,1,3,3,3,2,2
3636,3,3,1,1,4,44,Yes,Travel_Rarely,Sales,5,3,Life Sciences,1,Male,1,Laboratory Technician,Married,63220,4,Y,11,8,1,10,2,3,1,2
3637,2,3,3,3,2,42,No,Non-Travel,Research & Development,4,3,Life Sciences,1,Male,2,Laboratory Technician,Married,20830,0,Y,12,8,2,21,3,20,2,10
3638,3,3,4,3,3,55,No,Travel_Rarely,Sales,11,3,Technical Degree,1,Male,2,Manufacturing Director,Married,83810,4,Y,15,8,1,23,3,19,9,11
3639,3,3,4,2,3,56,No,Travel_Rarely,Sales,3,2,Medical,1,Female,3,Manufacturing Director,Single,26910,6,Y,16,8,1,36,6,7,7,7
3640,3,3,3,3,3,40,No,Non-Travel,Research & Development,1,1,Life Sciences,1,Male,1,Laboratory Technician,Divorced,42860,9,Y,15,8,0,6,6,4,0,0
3641,3,4,4,4,2,34,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1,Male,2,Research Director,Divorced,26590,0,Y,24,8,3,10,2,9,1,6
3642,2,3,3,4,3,40,No,Travel_Rarely,Sales,4,3,Medical,1,Male,2,Sales Executive,Single,94340,1,Y,13,8,1,9,3,9,8,8
3643,2,3,3,1,3,41,No,Travel_Frequently,Sales,1,4,Other,1,Female,2,Healthcare Representative,Divorced,55610,0,Y,11,8,0,10,2,9,1,7
3644,2,3,3,3,3,35,No,Travel_Frequently,Sales,1,2,Technical Degree,1,Male,2,Manager,Single,66460,1,Y,13,8,1,9,2,9,1,1
3645,3,3,3,2,3,51,No,Travel_Rarely,Sales,18,2,Life Sciences,1,Male,4,Manufacturing Director,Divorced,77250,1,Y,13,8,1,33,2,33,0,10
3646,2,3,2,1,3,38,No,Travel_Rarely,Sales,2,4,Life Sciences,1,Female,1,Research Scientist,Divorced,107250,3,Y,18,8,0,11,5,7,1,7
3647,4,3,3,1,4,34,No,Travel_Rarely,Sales,4,3,Life Sciences,1,Male,2,Research Scientist,Single,88470,1,Y,16,8,0,10,3,10,9,6
3648,3,3,4,4,2,25,No,Travel_Rarely,Research & Development,6,2,Medical,1,Female,4,Research Scientist,Married,20450,3,Y,19,8,0,7,3,3,1,2
3649,4,3,3,1,2,58,Yes,Travel_Rarely,Sales,1,4,Technical Degree,1,Male,2,Sales Executive,Married,10090,7,Y,13,8,2,31,3,10,5,9
3650,1,4,2,2,3,40,No,Travel_Rarely,Research & Development,14,4,Medical,1,Female,1,Research Scientist,Married,33480,3,Y,22,8,0,7,2,4,0,3
3651,3,3,1,1,2,36,No,Travel_Frequently,Sales,16,2,Life Sciences,1,Male,1,Research Scientist,Married,12810,2,Y,11,8,0,17,2,15,6,13
3652,2,4,4,4,3,48,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,2,Research Scientist,Single,28190,1,Y,20,8,0,11,2,10,0,8
3653,3,3,3,4,3,27,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,2,Laboratory Technician,Married,48510,8,Y,18,8,0,5,2,1,0,0
3654,3,3,4,2,2,51,No,Travel_Rarely,Research & Development,4,1,Medical,1,Female,3,Manufacturing Director,Single,40280,3,Y,14,8,0,29,3,5,0,3
3655,3,4,4,4,NA,18,No,Non-Travel,Research & Development,1,4,Medical,1,Male,2,Sales Executive,Single,27200,1,Y,22,8,1,0,2,0,0,0
3656,2,3,4,4,3,35,No,Travel_Rarely,Research & Development,1,4,Other,1,Female,2,Research Director,Married,81200,0,Y,13,8,0,10,2,9,0,0
3657,4,3,4,4,3,27,No,Travel_Frequently,Research & Development,26,4,Medical,1,Female,1,Research Director,Single,46470,3,Y,17,8,0,8,3,6,0,0
3658,4,3,1,3,2,55,Yes,Travel_Rarely,Research & Development,19,3,Technical Degree,1,Male,1,Human Resources,Single,46800,6,Y,14,8,3,24,0,19,3,8
3659,3,3,4,2,3,56,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,Male,2,Laboratory Technician,Married,32210,4,Y,15,8,2,33,2,19,15,9
3660,3,3,1,3,3,34,No,Non-Travel,Sales,1,2,Life Sciences,1,Male,2,Research Scientist,Divorced,86210,1,Y,17,8,1,5,1,5,0,0
3661,2,3,2,3,3,40,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,Sales Executive,Divorced,45770,5,Y,11,8,1,15,3,12,11,8
3662,4,3,2,3,3,34,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Male,1,Research Scientist,Married,45530,4,Y,18,8,1,10,2,8,7,7
3663,1,3,3,4,4,31,Yes,Travel_Frequently,Research & Development,2,2,Medical,1,Female,2,Manufacturing Director,Single,53960,7,Y,17,8,1,3,2,1,0,0
3664,3,3,4,3,2,35,Yes,Travel_Frequently,Research & Development,1,2,Medical,1,Male,1,Manufacturing Director,Married,67960,0,Y,13,8,0,5,2,4,3,2
3665,2,3,4,3,3,38,No,Travel_Frequently,Research & Development,7,3,Medical,1,Female,2,Sales Representative,Divorced,76250,1,Y,15,8,0,4,2,4,0,3
3666,3,4,3,4,4,34,No,Travel_Rarely,Research & Development,10,4,Other,1,Female,2,Laboratory Technician,Single,74120,1,Y,24,8,0,14,4,14,4,11
3667,3,3,3,1,3,28,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,2,Healthcare Representative,Married,111590,1,Y,12,8,0,5,2,5,0,4
3668,2,3,4,3,2,31,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,2,Sales Executive,Married,49600,1,Y,15,8,0,10,3,10,6,7
3669,3,3,1,4,4,39,No,Travel_Rarely,Research & Development,17,4,Technical Degree,1,Female,2,Healthcare Representative,Married,104750,3,Y,11,8,1,8,3,5,1,4
3670,2,3,2,2,3,51,No,Travel_Frequently,Research & Development,20,3,Medical,1,Male,2,Sales Executive,Married,148140,2,Y,11,8,1,14,2,4,3,2
3671,3,3,4,4,2,41,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,Male,4,Sales Executive,Divorced,191410,3,Y,12,8,1,12,2,6,3,3
3672,4,3,3,3,3,37,No,Travel_Rarely,Research & Development,2,2,Medical,1,Female,1,Healthcare Representative,Married,54050,7,Y,15,8,0,8,3,6,1,3
3673,3,3,2,4,4,33,No,Travel_Frequently,Research & Development,2,3,Medical,1,Female,1,Sales Executive,Married,87930,6,Y,17,8,0,8,2,5,1,2
3674,3,3,3,2,2,32,No,Travel_Rarely,Research & Development,1,4,Medical,1,Male,5,Research Director,Married,191890,0,Y,12,8,1,4,3,3,1,2
3675,3,3,3,3,3,39,No,Non-Travel,Research & Development,29,2,Life Sciences,1,Male,2,Sales Executive,Married,38750,3,Y,15,8,0,13,3,6,0,5
3676,2,3,1,3,2,25,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,Male,1,Sales Executive,Married,22160,2,Y,13,8,3,6,2,3,1,2
3677,3,3,4,3,2,52,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Male,2,Sales Executive,Married,117130,2,Y,14,8,0,24,2,5,0,2
3678,3,3,1,3,1,43,No,Travel_Rarely,Research & Development,2,2,Medical,1,Male,1,Laboratory Technician,Single,78610,1,Y,14,8,2,20,1,20,1,8
3679,3,3,4,4,3,27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,1,Human Resources,Married,37080,1,Y,16,8,2,6,2,6,4,4
3680,4,3,4,3,3,27,Yes,Travel_Rarely,Research & Development,2,5,Life Sciences,1,Female,1,Research Scientist,Single,137700,1,Y,18,8,1,8,3,8,7,7
3681,3,4,1,4,3,26,No,Travel_Rarely,Research & Development,2,2,Other,1,Male,3,Laboratory Technician,Single,53040,0,Y,20,8,1,5,2,4,1,1
3682,3,3,NA,1,3,42,No,Travel_Rarely,Sales,23,3,Marketing,1,Female,3,Research Scientist,Married,26420,0,Y,13,8,1,21,3,20,0,9
3683,3,3,3,1,1,52,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Female,1,Healthcare Representative,Married,27590,9,Y,18,8,1,12,6,5,0,4
3684,3,3,1,3,3,37,No,Travel_Rarely,Research & Development,20,5,Life Sciences,1,Male,2,Manager,Single,68040,4,Y,13,8,1,8,1,3,0,2
3685,3,3,3,4,3,35,No,Travel_Frequently,Research & Development,6,4,Medical,1,Female,2,Research Director,Single,61420,2,Y,15,8,1,10,2,2,2,2
3686,1,3,1,4,2,25,No,Travel_Rarely,Research & Development,1,4,Medical,1,Male,2,Sales Executive,Married,25000,4,Y,14,8,2,7,2,3,0,2
3687,2,4,3,1,3,26,No,Travel_Rarely,Research & Development,29,4,Life Sciences,1,Male,1,Research Scientist,Single,63890,0,Y,22,8,0,8,2,7,0,7
3688,2,3,2,1,2,29,No,Travel_Rarely,Sales,9,3,Life Sciences,1,Male,1,Laboratory Technician,Single,111030,1,Y,12,8,0,10,5,10,0,9
3689,3,3,1,1,3,49,Yes,Travel_Frequently,Sales,6,5,Medical,1,Female,2,Healthcare Representative,Single,23420,3,Y,18,8,0,20,2,4,1,3
3690,3,3,3,4,3,29,Yes,Travel_Frequently,Sales,3,2,Marketing,1,Female,2,Laboratory Technician,Single,68110,0,Y,15,8,1,9,2,8,7,7
3691,2,3,4,4,2,54,No,Travel_Rarely,Sales,1,3,Medical,1,Female,2,Manager,Single,22970,6,Y,18,8,2,29,2,20,12,7
3692,3,3,4,1,3,58,No,Travel_Rarely,Sales,22,3,Life Sciences,1,Female,2,Laboratory Technician,Married,24500,3,Y,12,8,1,32,2,9,1,5
3693,3,3,2,4,4,55,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Female,3,Research Scientist,Divorced,50930,2,Y,16,8,1,31,3,7,0,0
3694,3,3,1,2,3,36,No,Travel_Rarely,Research & Development,1,3,Medical,1,Male,2,Sales Executive,Single,53090,3,Y,13,8,0,15,5,5,0,1
3695,3,3,2,3,3,31,Yes,Travel_Frequently,Sales,4,3,Life Sciences,1,Male,2,Manager,Single,30570,1,Y,19,8,0,1,3,1,0,0
3696,3,3,4,1,3,30,No,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,3,Sales Executive,Divorced,51210,7,Y,13,8,0,8,4,3,0,2
3697,3,3,1,2,4,31,No,Travel_Rarely,Research & Development,1,3,Medical,1,Male,1,Laboratory Technician,Single,168560,3,Y,12,8,1,9,3,3,1,0
3698,4,3,4,1,3,34,No,Travel_Frequently,Sales,2,1,Marketing,1,Female,5,Manager,Divorced,26860,5,Y,11,8,0,10,3,4,1,3
3699,1,3,1,2,4,31,Yes,Travel_Rarely,Sales,20,3,Technical Degree,1,Male,1,Research Scientist,Single,61800,1,Y,14,8,1,1,2,1,0,0
3700,3,3,2,1,4,27,No,Travel_Rarely,Human Resources,11,4,Medical,1,Male,4,Sales Executive,Married,66320,0,Y,16,8,0,6,3,5,1,4
3701,2,3,1,4,2,36,No,Travel_Rarely,Sales,1,3,Marketing,1,Male,2,Research Scientist,Single,35050,1,Y,12,8,2,10,2,10,1,8
3702,3,3,3,1,2,36,No,Travel_Rarely,Research & Development,24,3,Other,1,Female,3,Research Director,Married,63970,4,Y,14,8,1,11,3,3,0,2
3703,3,3,1,4,2,47,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Female,2,Sales Executive,Married,62740,7,Y,14,8,2,17,0,6,1,2
3704,2,3,1,1,3,25,Yes,Travel_Rarely,Sales,16,4,Life Sciences,1,Male,2,Research Scientist,Married,198590,3,Y,19,8,0,6,3,3,2,2
3705,3,4,3,3,1,37,No,Non-Travel,Sales,8,4,Medical,1,Male,1,Healthcare Representative,Single,75870,0,Y,22,8,1,7,5,6,1,3
3706,3,3,1,1,4,56,No,Travel_Rarely,Research & Development,10,4,Other,1,Male,2,Sales Representative,Married,42580,2,Y,16,8,0,5,2,3,1,0
3707,3,3,1,3,4,47,No,Travel_Rarely,Research & Development,3,2,Medical,1,Male,2,Laboratory Technician,Married,43640,3,Y,11,8,1,26,3,20,5,6
3708,3,3,4,3,3,24,No,Travel_Rarely,Research & Development,5,1,Other,1,Male,1,Manufacturing Director,Married,43350,1,Y,15,8,1,5,5,5,0,3
3709,3,3,4,4,2,32,No,Travel_Rarely,Sales,4,3,Marketing,1,Male,1,Research Scientist,Married,53260,4,Y,14,8,1,7,2,4,0,3
3710,3,3,4,2,2,34,No,Travel_Rarely,Research & Development,9,2,Medical,1,Male,1,Sales Executive,Married,32800,5,Y,13,8,0,7,3,5,0,2
3711,3,3,2,3,2,41,No,Travel_Rarely,Research & Development,26,3,Medical,1,Female,3,Sales Executive,Married,54850,2,Y,17,8,2,7,2,4,0,3
3712,2,3,3,3,4,40,No,Non-Travel,Sales,3,2,Life Sciences,1,Male,1,Sales Executive,Divorced,43420,3,Y,11,8,1,11,6,8,0,7
3713,3,3,1,4,3,31,No,Travel_Rarely,Research & Development,16,3,Medical,1,Male,2,Human Resources,Divorced,27820,1,Y,19,8,1,13,5,13,9,9
3714,3,3,1,4,4,46,Yes,Travel_Rarely,Research & Development,18,1,Medical,1,Male,1,Manufacturing Director,Divorced,59800,4,Y,11,8,1,28,2,7,4,3
3715,2,3,1,1,4,39,Yes,Non-Travel,Research & Development,2,4,Medical,1,Male,2,Manufacturing Director,Single,43810,2,Y,15,8,2,11,1,1,0,0
3716,3,3,3,2,3,31,Yes,Travel_Frequently,Sales,2,3,Medical,1,Male,2,Sales Executive,Single,25720,1,Y,13,8,3,10,3,10,4,7
3717,3,3,2,1,3,45,No,Travel_Rarely,Sales,10,2,Marketing,1,Male,1,Sales Executive,Divorced,38330,2,Y,14,8,0,24,1,7,0,7
3718,3,3,4,2,3,31,No,Travel_Rarely,Research & Development,16,4,Life Sciences,1,Male,3,Human Resources,Single,42440,9,Y,13,8,0,8,3,3,0,2
3719,3,4,2,4,1,31,Yes,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,1,Laboratory Technician,Married,65000,6,Y,23,8,1,7,5,2,2,2
3720,3,3,2,4,4,45,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,1,Research Scientist,Married,184300,4,Y,12,8,1,10,5,3,1,2
3721,3,3,3,1,3,48,No,Travel_Rarely,Research & Development,24,3,Technical Degree,1,Male,2,Research Scientist,Divorced,16010,4,Y,12,8,0,15,3,2,2,2
3722,3,3,1,3,3,34,Yes,Travel_Rarely,Research & Development,7,4,Medical,1,Male,2,Research Scientist,Married,26940,1,Y,16,8,1,2,3,2,2,2
3723,2,3,4,2,3,40,No,Non-Travel,Research & Development,25,4,Other,1,Female,1,Sales Executive,Divorced,31490,2,Y,15,8,1,16,1,9,4,8
3724,3,3,4,1,3,28,No,Travel_Rarely,Research & Development,1,2,Technical Degree,1,Female,1,Research Scientist,Single,176390,0,Y,13,8,1,6,0,5,1,3
3725,2,3,3,3,3,44,No,Non-Travel,Research & Development,5,3,Life Sciences,1,Male,1,Laboratory Technician,Single,23190,3,Y,18,8,0,7,4,5,0,3
3726,3,4,4,2,2,53,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,Male,2,Manager,Single,116910,4,Y,20,8,0,35,2,9,8,8
3727,1,3,1,3,2,49,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,Laboratory Technician,Married,53240,2,Y,19,8,0,20,2,3,1,2
3728,3,3,3,3,4,40,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,3,Laboratory Technician,Divorced,167520,2,Y,18,8,1,8,3,3,1,2
3729,4,3,4,2,2,44,No,Travel_Rarely,Research & Development,5,1,Other,1,Male,3,Research Scientist,Single,52280,1,Y,13,8,0,6,2,5,1,3
3730,3,3,4,1,3,33,No,Travel_Frequently,Human Resources,10,3,Medical,1,Female,2,Sales Executive,Married,27000,0,Y,14,8,3,5,2,4,0,3
3731,3,3,4,1,3,34,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Female,1,Sales Representative,Single,192460,3,Y,15,8,1,15,5,13,3,12
3732,3,4,4,3,2,30,No,Travel_Rarely,Sales,1,2,Technical Degree,1,Male,1,Laboratory Technician,Married,25060,8,Y,22,8,0,4,3,2,2,2
3733,3,4,1,4,3,42,No,Travel_Frequently,Research & Development,8,4,Medical,1,Female,1,Sales Executive,Single,60620,1,Y,22,8,2,12,2,12,5,8
3734,3,3,1,3,2,44,No,Travel_Frequently,Research & Development,5,3,Life Sciences,1,Female,5,Manufacturing Director,Married,43820,7,Y,16,8,2,11,2,1,0,0
3735,3,3,3,3,2,30,No,Non-Travel,Research & Development,8,3,Life Sciences,1,Male,1,Manufacturing Director,Divorced,21430,1,Y,17,8,1,1,2,1,0,0
3736,2,3,2,3,2,57,No,Travel_Rarely,Sales,2,1,Life Sciences,1,Male,3,Research Scientist,Married,61620,0,Y,14,8,0,13,5,12,2,8
3737,3,3,3,2,3,49,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,Female,2,Sales Executive,Divorced,50940,3,Y,15,8,0,29,5,8,0,7
3738,3,4,2,1,2,34,No,Travel_Frequently,Research & Development,2,4,Medical,1,Female,2,Sales Representative,Divorced,68770,7,Y,20,8,0,16,3,14,6,9
3739,3,4,1,3,4,28,Yes,Travel_Frequently,Research & Development,2,3,Medical,1,Male,1,Research Scientist,Married,22740,3,Y,20,8,1,5,5,3,1,2
3740,3,3,1,2,1,29,Yes,Travel_Frequently,Research & Development,28,3,Medical,1,Female,5,Research Scientist,Single,44340,5,Y,17,8,3,7,1,5,0,0
3741,3,3,1,2,4,34,Yes,Travel_Rarely,Research & Development,7,1,Medical,1,Male,1,Research Scientist,Single,62880,0,Y,15,8,1,16,2,15,10,10
3742,2,3,4,3,3,35,No,Travel_Rarely,Sales,7,4,Other,1,Female,4,Healthcare Representative,Married,25530,1,Y,14,8,1,1,4,1,0,0
3743,2,3,2,1,2,24,Yes,Travel_Frequently,Sales,3,3,Life Sciences,1,Male,2,Research Scientist,Single,76540,2,Y,17,8,1,4,3,0,0,0
3744,1,3,4,2,3,24,No,Non-Travel,Research & Development,10,3,Life Sciences,1,Female,2,Manager,Married,51600,1,Y,17,8,1,1,3,1,0,0
3745,2,4,2,3,2,44,No,Travel_Frequently,Research & Development,5,2,Medical,1,Female,2,Research Scientist,Single,171590,5,Y,22,8,1,16,1,2,2,2
3746,3,3,3,3,3,29,No,Travel_Rarely,Sales,10,2,Life Sciences,1,Female,1,Sales Executive,Divorced,128080,1,Y,13,8,0,10,6,10,0,4
3747,3,3,3,3,4,30,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Male,3,Sales Executive,Divorced,102210,0,Y,19,8,1,6,2,5,1,3
3748,3,3,4,3,3,55,No,Travel_Rarely,Sales,20,3,Marketing,1,Male,2,Research Scientist,Married,47790,0,Y,14,8,1,4,6,3,1,2
3749,3,4,1,2,3,33,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Male,2,Research Scientist,Married,37370,8,Y,22,8,2,8,2,5,0,2
3750,2,3,3,3,2,47,No,Travel_Rarely,Research & Development,8,4,Medical,1,Female,2,Sales Representative,Married,23660,3,Y,17,8,0,11,5,5,1,2
3751,3,3,3,1,2,28,Yes,Travel_Frequently,Sales,1,3,Marketing,1,Male,2,Laboratory Technician,Single,17060,7,Y,12,8,0,8,3,0,0,0
3752,2,3,1,3,1,28,No,Travel_Rarely,Sales,8,4,Marketing,1,Male,1,Laboratory Technician,Divorced,163070,1,Y,16,8,0,1,3,1,0,0
3753,3,3,3,1,3,28,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,Female,2,Sales Executive,Single,59330,0,Y,11,8,0,5,3,4,1,3
3754,3,3,3,1,3,49,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,Female,1,Research Scientist,Married,34240,4,Y,11,8,0,10,3,3,1,2
3755,1,3,4,2,3,29,No,Travel_Frequently,Research & Development,8,1,Medical,1,Male,1,Research Scientist,Married,40370,0,Y,14,8,0,4,2,3,0,2
3756,2,3,3,2,2,28,No,Travel_Rarely,Research & Development,5,1,Technical Degree,1,Male,2,Laboratory Technician,Married,25590,1,Y,11,8,0,8,3,8,1,7
3757,2,3,4,3,3,33,No,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Female,1,Sales Executive,Single,62010,2,Y,15,8,3,14,2,0,0,0
3758,2,4,3,4,4,32,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Female,3,Laboratory Technician,Single,44030,2,Y,20,8,0,10,3,5,0,0
3759,2,3,2,4,3,54,No,Travel_Frequently,Sales,10,3,Life Sciences,1,Female,4,Research Scientist,Divorced,37610,3,Y,12,8,0,26,3,14,1,12
3760,3,3,1,1,1,29,Yes,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Female,2,Research Scientist,Single,109340,6,Y,17,8,2,11,2,9,0,7
3761,2,3,4,1,4,44,No,Travel_Rarely,Sales,26,1,Marketing,1,Male,1,Sales Representative,Married,107610,3,Y,11,8,1,24,5,20,14,17
3762,4,3,2,2,3,39,No,Travel_Rarely,Sales,6,1,Technical Degree,1,Female,2,Laboratory Technician,Single,51750,4,Y,17,8,1,9,2,2,2,2
3763,2,3,3,2,4,46,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,3,Manufacturing Director,Married,138260,8,Y,11,8,0,23,1,13,5,1
3764,4,3,4,2,1,35,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Male,2,Research Scientist,Single,63340,1,Y,14,8,0,11,2,11,3,3
3765,2,3,1,3,3,23,No,Travel_Rarely,Research & Development,2,4,Medical,1,Female,2,Manager,Single,49360,0,Y,19,8,1,5,2,4,1,2
3766,4,3,4,1,1,40,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,Male,2,Research Director,Single,47750,3,Y,15,8,1,15,3,5,1,0
3767,3,3,4,3,3,34,No,Travel_Rarely,Human Resources,2,3,Human Resources,1,Male,2,Manufacturing Director,Married,28180,1,Y,13,8,1,10,2,10,8,6
3768,2,3,4,3,1,31,Yes,Travel_Frequently,Research & Development,29,3,Life Sciences,1,Female,2,Healthcare Representative,Single,25150,1,Y,14,8,0,7,3,7,7,7
3769,2,3,3,4,3,50,No,Travel_Frequently,Research & Development,6,3,Medical,1,Male,1,Manager,Single,23420,1,Y,12,8,1,32,2,32,13,9
3770,3,3,2,3,3,34,No,Travel_Rarely,Sales,25,5,Marketing,1,Female,1,Research Scientist,Married,41940,0,Y,17,8,2,12,3,11,5,7
3771,3,3,3,2,3,42,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,1,Manufacturing Director,Married,106850,4,Y,11,8,3,4,2,1,0,0
3772,3,3,1,4,3,37,No,Travel_Rarely,Research & Development,2,2,Medical,1,Male,1,Research Scientist,Married,20220,1,Y,12,8,0,10,1,10,3,7
3773,4,3,3,1,3,29,No,Travel_Rarely,Research & Development,1,3,Medical,1,Female,1,Manager,Married,23140,3,Y,13,8,0,9,5,7,0,7
3774,3,3,4,2,3,33,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Male,1,Research Scientist,Single,42560,1,Y,13,8,3,5,1,5,0,2
3775,2,4,4,4,3,45,No,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,3,Laboratory Technician,Married,35800,4,Y,20,8,1,8,1,5,0,3
3776,3,3,4,4,1,42,No,Travel_Frequently,Human Resources,1,4,Technical Degree,1,Male,2,Manufacturing Director,Married,31620,2,Y,17,8,2,24,1,20,13,9
3777,4,3,1,1,4,40,No,Travel_Rarely,Sales,10,1,Life Sciences,1,Female,1,Manufacturing Director,Married,65240,0,Y,13,8,1,9,2,8,7,1
3778,2,3,2,3,3,33,No,Travel_Rarely,Research & Development,9,3,Medical,1,Female,2,Manufacturing Director,Married,28990,1,Y,17,8,0,15,3,15,5,7
3779,3,3,3,NA,3,40,No,Travel_Rarely,Sales,5,5,Life Sciences,1,Male,1,Manufacturing Director,Single,52310,1,Y,12,8,2,21,4,21,7,7
3780,3,3,3,1,3,24,No,Travel_Rarely,Sales,10,2,Marketing,1,Male,1,Manufacturing Director,Divorced,23560,0,Y,13,8,0,2,5,1,0,0
3781,2,3,4,4,3,40,No,Non-Travel,Research & Development,7,3,Medical,1,Male,1,Research Scientist,Divorced,28000,3,Y,12,8,2,8,0,2,2,2
3782,4,4,1,2,3,45,No,Travel_Rarely,Research & Development,4,3,Medical,1,Female,3,Laboratory Technician,Divorced,118360,1,Y,22,8,0,10,2,10,7,7
3783,4,3,2,3,3,35,No,Travel_Rarely,Research & Development,10,1,Life Sciences,1,Male,1,Healthcare Representative,Married,109030,0,Y,11,8,0,6,3,5,4,2
3784,4,4,4,2,3,32,No,Travel_Rarely,Research & Development,22,4,Medical,1,Male,1,Sales Executive,Married,29730,3,Y,22,8,0,12,0,7,2,5
3785,2,3,3,4,2,36,No,Travel_Rarely,Sales,9,3,Marketing,1,Female,4,Research Scientist,Single,142750,3,Y,18,8,1,7,5,3,1,2
3786,3,3,3,3,3,48,No,Travel_Rarely,Research & Development,12,4,Medical,1,Male,1,Laboratory Technician,Divorced,55620,8,Y,13,8,1,18,2,8,7,7
3787,4,3,3,3,2,29,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Female,2,Healthcare Representative,Married,45370,6,Y,18,8,1,5,5,1,0,0
3788,2,4,1,1,1,33,No,Travel_Rarely,Research & Development,9,1,Medical,1,Male,1,Healthcare Representative,Married,76420,2,Y,20,8,1,8,2,2,2,2
3789,3,3,2,1,3,30,Yes,Travel_Rarely,Research & Development,1,3,Other,1,Male,3,Sales Executive,Married,179240,1,Y,13,8,2,10,2,10,6,7
3790,3,3,3,3,3,38,No,Travel_Frequently,Sales,9,3,Marketing,1,Male,1,Manufacturing Director,Married,52040,3,Y,13,8,1,10,2,6,1,2
3791,3,3,4,1,3,35,No,Travel_Rarely,Sales,7,2,Life Sciences,1,Male,1,Sales Executive,Single,22770,1,Y,12,8,1,3,2,3,1,2
